 Time [s],VCap-Analog,3V3A-Analog, Time [s],PFail-Digital, Time [s],Checkpoint-Digital, Time [s],Restore-Digital, Time [s],3V3D-Digital
6.602000000000000, 3.652621269226074, 0.285810470581055, 6.601341520000000, 0, 6.601341520000000, 0, 6.601341520000000, 0, 6.601341520000000, 0
6.603000000000000, 3.652621269226074, 0.290937513113022, 7.397452288000000, 1, 7.505973448000000, 1, 7.505984840000000, 1, 7.397232048000000, 1
6.604000000000000, 3.652621269226074, 0.285810470581055, 8.539183568000000, 0, 7.505976448000000, 0, 7.505987888000000, 0, 7.397232064000000, 0
6.605000000000000, 3.657687902450562, 0.290937513113022, 9.686086744000001, 1, 7.814830560000000, 1, 7.508921416000000, 1, 7.397232112000000, 1
6.606000000000000, 3.657687902450562, 0.290937513113022, 9.692651464000001, 0, 7.889414344000000, 0, 7.590013160000000, 0, 7.397232128000000, 0
6.607000000000000, 3.657687902450562, 0.290937513113022, 9.692651472000000, 1, 8.115068495999999, 1, , , 7.397232168000000, 1
6.608000000000000, 3.662754535675049, 0.290937513113022, 9.692732736000000, 0, 8.189655408000000, 0, , , 7.397232184000000, 0
6.609000000000000, 3.662754535675049, 0.285810470581055, 9.692732752000000, 1, 8.415210576000000, 1, , , 7.397232232000000, 1
6.610000000000000, 3.657687902450562, 0.285810470581055, 9.692820680000001, 0, 8.489796728000000, 0, , , 7.397232240000000, 0
6.611000000000000, 3.662754535675049, 0.285810470581055, 9.692820688000001, 1, 8.539233560000000, 1, , , 7.397248392000000, 1
6.612000000000000, 3.657687902450562, 0.285810470581055, 9.692822791999999, 0, 8.613817960000000, 0, , , 7.397248408000000, 0
6.613000000000000, 3.657687902450562, 0.285810470581055, 9.692822800000000, 1, 8.638363856000000, 1, , , 7.397248432000000, 1
6.614000000000000, 3.657687902450562, 0.285810470581055, 9.692866647999999, 0, 8.712947200000000, 0, , , 7.397248464000000, 0
6.615000000000000, 3.657687902450562, 0.285810470581055, 9.692866664000000, 1, 8.738403487999999, 1, , , 7.397248496000000, 1
6.616000000000000, 3.662754535675049, 0.285810470581055, 9.692901760000000, 0, 8.812985864000000, 0, , , 7.397248528000000, 0
6.617000000000000, 3.657687902450562, 0.290937513113022, 9.692901768000000, 1, 8.838441184000001, 1, , , 7.397248544000000, 1
6.618000000000000, 3.657687902450562, 0.290937513113022, 9.692916680000000, 0, 8.913025224000000, 0, , , 7.397248568000000, 0
6.619000000000000, 3.662754535675049, 0.285810470581055, 9.692916688000000, 1, 8.938481423999999, 1, , , 7.397248576000000, 1
6.620000000000000, 3.667821407318115, 0.285810470581055, 9.692918656000000, 0, 9.685682344000000, 0, , , 7.397248600000000, 0
6.621000000000000, 3.662754535675049, 0.285810470581055, 9.692918664000000, 1, , , , , 7.397248632000000, 1
6.622000000000000, 3.667821407318115, 0.285810470581055, 9.692929336000001, 0, , , , , 7.397250352000000, 0
6.623000000000000, 3.667821407318115, 0.285810470581055, 9.692929352000000, 1, , , , , 7.397250360000000, 1
6.624000000000000, 3.662754535675049, 0.285810470581055, 9.692953632000000, 0, , , , , 7.397250392000000, 0
6.625000000000000, 3.662754535675049, 0.285810470581055, 9.692953648000000, 1, , , , , 7.397250416000000, 1
6.626000000000000, 3.662754535675049, 0.285810470581055, 9.692960712000000, 0, , , , , 7.397250448000000, 0
6.627000000000000, 3.662754535675049, 0.285810470581055, 9.692960720000000, 1, , , , , 7.397250472000000, 1
6.628000000000000, 3.662754535675049, 0.285810470581055, 9.692962632000000, 0, , , , , 7.397250536000000, 0
6.629000000000000, 3.662754535675049, 0.285810470581055, 9.692962648000000, 1, , , , , 7.397250552000000, 1
6.630000000000000, 3.667821407318115, 0.285810470581055, 9.693004672000001, 0, , , , , 7.397250584000000, 0
6.631000000000000, 3.667821407318115, 0.285810470581055, 9.693004688000000, 1, , , , , 7.397250608000000, 1
6.632000000000000, 3.672888040542603, 0.285810470581055, 9.693006608000001, 0, , , , , 7.397250640000000, 0
6.633000000000000, 3.667821407318115, 0.285810470581055, 9.693006624000001, 1, , , , , 7.397250664000000, 1
6.634000000000000, 3.672888040542603, 0.285810470581055, 9.693048680000000, 0, , , , , 7.397250704000000, 0
6.635000000000000, 3.667821407318115, 0.285810470581055, 9.693048688000001, 1, , , , , 7.397250728000000, 1
6.636000000000000, 3.672888040542603, 0.285810470581055, 9.693050608000000, 0, , , , , 7.397267960000000, 0
6.637000000000000, 3.667821407318115, 0.290937513113022, 9.693050616000001, 1, , , , , 7.397267968000000, 1
6.638000000000000, 3.667821407318115, 0.285810470581055, 9.693092672000001, 0, , , , , 7.397268016000000, 0
6.639000000000000, 3.667821407318115, 0.285810470581055, 9.693092688000000, 1, , , , , 7.397268032000000, 1
6.640000000000000, 3.672888040542603, 0.285810470581055, 9.693094600000000, 0, , , , , 9.693835672000001, 0
6.641000000000000, 3.667821407318115, 0.285810470581055, 9.693094616000000, 1, , , , , 9.693835688000000, 1
6.642000000000000, 3.667821407318115, 0.285810470581055, 9.693144408000000, 0, , , , , 9.693923672000000, 0
6.643000000000000, 3.672888040542603, 0.285810470581055, 9.693144424000000, 1, , , , , 9.693923680000001, 1
6.644000000000000, 3.672888040542603, 0.285810470581055, 9.693146336000000, 0, , , , , 9.694019407999999, 0
6.645000000000000, 3.672888040542603, 0.285810470581055, 9.693146351999999, 1, , , , , 9.694019416000000, 1
6.646000000000000, 3.672888040542603, 0.285810470581055, 9.693188768000001, 0, , , , , 9.694021392000000, 0
6.647000000000000, 3.677954673767090, 0.290937513113022, 9.693188784000000, 1, , , , , 9.694021400000000, 1
6.648000000000000, 3.672888040542603, 0.285810470581055, 9.693190696000000, 0, , , , , 9.694064608000000, 0
6.649000000000000, 3.677954673767090, 0.285810470581055, 9.693190712000000, 1, , , , , 9.694064616000000, 1
6.650000000000000, 3.672888040542603, 0.290937513113022, 9.693232672000001, 0, , , , , 9.694106736000000, 0
6.651000000000000, 3.672888040542603, 0.290937513113022, 9.693232688000000, 1, , , , , 9.694106752000000, 1
6.652000000000000, 3.672888040542603, 0.285810470581055, 9.693234608000001, 0, , , , , 9.694150671999999, 0
6.653000000000000, 3.672888040542603, 0.290937513113022, 9.693234624000000, 1, , , , , 9.694150688000001, 1
