 Time [s],VCap-Analog,3V3A-Analog, Time [s],PFail-Digital, Time [s],Checkpoint-Digital, Time [s],Restore-Digital, Time [s],3V3D-Digital
44.902999999999999, 3.607021093368530, 0.290937513113022, 44.902177207999998, 0, 44.902177207999998, 0, 44.902177207999998, 0, 44.902177207999998, 0
44.903999999999996, 3.601954460144043, 0.290937513113022, 45.770393016000000, 1, 45.870608319999995, 1, 45.870619775999998, 1, 45.770178199999997, 1
44.905000000000001, 3.607021093368530, 0.285810470581055, 46.927575103999999, 0, 45.870611311999994, 0, 45.870622767999997, 0, 45.770178223999999, 0
44.905999999999999, 3.601954460144043, 0.290937513113022, 48.063779015999998, 1, 46.927581656000001, 1, 45.873550848000001, 1, 45.770178263999995, 1
44.906999999999996, 3.601954460144043, 0.285810470581055, 48.071048615999999, 0, 47.002201008000000, 0, 45.954673256000000, 0, 45.770178303999998, 0
44.907999999999994, 3.601954460144043, 0.290937513113022, 48.071048632000000, 1, 47.027040383999996, 1, , , 45.770184135999997, 1
44.908999999999999, 3.607021093368530, 0.290937513113022, 48.071627784000000, 0, 47.101656247999998, 0, , , 48.071023967999999, 0
44.909999999999997, 3.607021093368530, 0.290937513113022, 48.071627792000001, 1, 47.127044263999998, 1, , , 48.071023984000000, 1
44.910999999999994, 3.607021093368530, 0.290937513113022, 48.071665319999994, 0, 47.201660343999997, 0, , , 48.071048615999999, 0
44.911999999999999, 3.607021093368530, 0.290937513113022, 48.071665335999995, 1, 47.227110239999995, 1, , , 48.071048623999999, 1
44.912999999999997, 3.612087726593018, 0.290937513113022, 48.071701215999994, 0, 47.301725863999998, 0, , , 48.071073215999995, 0
44.913999999999994, 3.607021093368530, 0.285810470581055, 48.071701239999996, 1, 47.327194943999999, 1, , , 48.071073223999996, 1
44.914999999999999, 3.612087726593018, 0.290937513113022, 48.071735831999995, 0, 48.063378039999996, 0, , , 48.071701215999994, 0
44.915999999999997, 3.612087726593018, 0.290937513113022, 48.071735847999996, 1, , , , , 48.071701231999995, 1
44.916999999999994, 3.612087726593018, 0.285810470581055, 48.071769583999995, 0, , , , , 48.071735824000001, 0
44.917999999999999, 3.612087726593018, 0.290937513113022, 48.071769615999997, 1, , , , , 48.071735839999995, 1
44.918999999999997, 3.607021093368530, 0.285810470581055, 48.071802192000000, 0, , , , , 48.071769583999995, 0
44.919999999999995, 3.607021093368530, 0.290937513113022, 48.071802215999995, 1, , , , , 48.071769599999996, 1
44.920999999999999, 3.607021093368530, 0.290937513113022, 48.071829928000000, 0, , , , , 48.071802183999999, 0
44.921999999999997, 3.607021093368530, 0.290937513113022, 48.071829951999995, 1, , , , , 48.071802200000000, 1
44.922999999999995, 3.612087726593018, 0.290937513113022, 48.071862607999996, 0, , , , , 48.071829928000000, 0
44.923999999999999, 3.612087726593018, 0.290937513113022, 48.071862631999998, 1, , , , , 48.071829944000001, 1
44.924999999999997, 3.612087726593018, 0.285810470581055, 48.071897952000000, 0, , , , , 48.071862599999996, 0
44.925999999999995, 3.612087726593018, 0.290937513113022, 48.071897975999995, 1, , , , , 48.071862623999998, 1
44.927000000000000, 3.617154598236084, 0.290937513113022, 48.071934087999999, 0, , , , , 48.071897960000001, 0
44.927999999999997, 3.617154598236084, 0.290937513113022, 48.071934104000000, 1, , , , , 48.071897967999995, 1
44.928999999999995, 3.612087726593018, 0.290937513113022, 48.071970776000001, 0, , , , , 48.072800455999996, 0
44.930000000000000, 3.617154598236084, 0.296064555644989, 48.071970791999995, 1, , , , , 48.072800463999997, 1
44.930999999999997, 3.612087726593018, 0.290937513113022, 48.072008535999998, 0, , , , , 48.073099775999999, 0
44.931999999999995, 3.612087726593018, 0.290937513113022, 48.072008552000000, 1, , , , , 48.073099792000001, 1
44.933000000000000, 3.617154598236084, 0.290937513113022, 48.072046303999997, 0, , , , , 48.073398447999999, 0
44.933999999999997, 3.612087726593018, 0.290937513113022, 48.072046311999998, 1, , , , , 48.073398456000000, 1
44.934999999999995, 3.612087726593018, 0.290937513113022, 48.072084111999999, 0, , , , , 48.073435975999999, 0
44.936000000000000, 3.617154598236084, 0.296064555644989, 48.072084128000000, 1, , , , , 48.073435992000000, 1
44.936999999999998, 3.617154598236084, 0.290937513113022, 48.072121807999999, 0, , , , , 48.073473111999995, 0
44.937999999999995, 3.617154598236084, 0.290937513113022, 48.072121815999999, 1, , , , , 48.073473119999996, 1
44.939000000000000, 3.617154598236084, 0.290937513113022, 48.072159511999999, 0, , , , , 48.073510143999997, 0
44.939999999999998, 3.622221231460571, 0.290937513113022, 48.072159528000000, 1, , , , , 48.073510159999998, 1
44.940999999999995, 3.622221231460571, 0.290937513113022, 48.072235047999996, 0, , , , , 48.073920631999997, 0
44.942000000000000, 3.622221231460571, 0.290937513113022, 48.072235063999997, 1, , , , , 48.073920639999997, 1
44.942999999999998, 3.622221231460571, 0.290937513113022, 48.072272863999999, 0, , , , , 48.073958167999997, 0
44.943999999999996, 3.617154598236084, 0.290937513113022, 48.072272880000000, 1, , , , , 48.073958191999999, 1
44.945000000000000, 3.617154598236084, 0.296064555644989, 48.072310623999996, 0, , , , , 48.073994135999996, 0
44.945999999999998, 3.617154598236084, 0.290937513113022, 48.072310639999998, 1, , , , , 48.073994159999998, 1
44.946999999999996, 3.617154598236084, 0.290937513113022, 48.072348464000001, 0, , , , , 48.074030751999999, 0
44.948000000000000, 3.622221231460571, 0.290937513113022, 48.072348487999996, 1, , , , , 48.074030768000000, 1
44.948999999999998, 3.627287864685059, 0.296064555644989, 48.072386311999999, 0, , , , , 48.074179791999995, 0
44.949999999999996, 3.622221231460571, 0.290937513113022, 48.072386328000000, 1, , , , , 48.074179807999997, 1
44.951000000000001, 3.627287864685059, 0.290937513113022, 48.072386391999999, 0, , , , , 48.074217087999997, 0
44.951999999999998, 3.622221231460571, 0.290937513113022, 48.072386408000000, 1, , , , , 48.074217103999999, 1
