 Time [s],VCap-Analog,3V3A-Analog, Time [s],PFail-Digital, Time [s],Checkpoint-Digital, Time [s],Restore-Digital, Time [s],3V3D-Digital
14.955000000000000, 3.581687688827515, 0.290937513113022, 14.954822463999999, 0, 14.954822463999999, 0, 14.954822463999999, 0, 14.954822463999999, 0
14.956000000000000, 3.581687688827515, 0.290937513113022, 15.918789719999999, 1, 16.024856287999999, 1, 16.024867680000000, 1, 15.918560912000000, 1
14.956999999999999, 3.586754322052002, 0.290937513113022, 17.022747887999998, 0, 16.024859287999998, 0, 16.024870719999999, 0, 15.918560919999999, 0
14.958000000000000, 3.586754322052002, 0.290937513113022, 17.992404696000001, 1, 16.234034055999999, 1, 16.027804103999998, 1, 15.918560959999999, 1
14.959000000000000, 3.586754322052002, 0.290937513113022, 18.000072920000001, 0, 16.308618656000000, 0, 16.108891071999999, 0, 15.918560968000000, 0
14.959999999999999, 3.586754322052002, 0.296064555644989, 18.000072935999999, 1, 16.434123807999999, 1, , , 15.918569079999999, 1
14.960999999999999, 3.586754322052002, 0.290937513113022, 18.000074903999998, 0, 16.508708232000000, 0, , , 15.918569095999999, 0
14.962000000000000, 3.586754322052002, 0.290937513113022, 18.000074919999999, 1, 16.634229255999998, 1, , , 15.918580367999999, 1
14.962999999999999, 3.591821193695068, 0.290937513113022, 18.000183791999998, 0, 16.708813287999998, 0, , , 18.001361815999999, 0
14.963999999999999, 3.591821193695068, 0.290937513113022, 18.000183799999999, 1, 16.834395296000000, 1, , , 18.001361824000000, 1
14.965000000000000, 3.591821193695068, 0.290937513113022, 18.000189272000000, 0, 16.908980207999999, 0, , , 18.001583816000000, 0
14.965999999999999, 3.586754322052002, 0.290937513113022, 18.000189287999998, 1, 17.034485608000001, 1, , , 18.001583824000001, 1
14.966999999999999, 3.586754322052002, 0.290937513113022, 18.000271928000000, 0, 17.109068504000000, 0, , , 18.001671871999999, 0
14.968000000000000, 3.586754322052002, 0.296064555644989, 18.000271936000001, 1, 17.234576623999999, 1, , , 18.001671880000000, 1
14.968999999999999, 3.586754322052002, 0.290937513113022, 18.000361855999998, 0, 17.309161664000001, 0, , , 18.001713887999998, 0
14.969999999999999, 3.591821193695068, 0.290937513113022, 18.000361871999999, 1, 17.434668400000000, 1, , , 18.001713895999998, 1
14.971000000000000, 3.591821193695068, 0.290937513113022, 18.000404023999998, 0, 17.991977496000001, 0, , , 18.001715816000001, 0
14.972000000000000, 3.591821193695068, 0.296064555644989, 18.000404039999999, 1, , , , , 18.001715831999999, 1
14.972999999999999, 3.591821193695068, 0.290937513113022, 18.000534888000001, 0, , , , , 18.001809624000000, 0
14.974000000000000, 3.591821193695068, 0.296064555644989, 18.000534903999998, 1, , , , , 18.001809632000001, 1
14.975000000000000, 3.591821193695068, 0.290937513113022, 18.000536824000001, 0, , , , , 18.001811551999999, 0
14.975999999999999, 3.596887826919556, 0.290937513113022, 18.000536839999999, 1, , , , , 18.001811568000001, 1
14.976999999999999, 3.591821193695068, 0.290937513113022, 18.000581896000000, 0, , , , , 18.001898816000001, 0
14.978000000000000, 3.596887826919556, 0.290937513113022, 18.000581904000001, 1, , , , , 18.001898824000001, 1
14.978999999999999, 3.591821193695068, 0.296064555644989, 18.000583824000000, 0, , , , , 18.001940888000000, 0
14.979999999999999, 3.591821193695068, 0.290937513113022, 18.000583840000001, 1, , , , , 18.001940904000001, 1
14.981000000000000, 3.591821193695068, 0.296064555644989, 18.000625919999997, 0, , , , , 18.001942816000000, 0
14.981999999999999, 3.591821193695068, 0.290937513113022, 18.000625935999999, 1, , , , , 18.001942831999997, 1
14.982999999999999, 3.591821193695068, 0.290937513113022, 18.000627840000000, 0, , , , , 18.001986815999999, 0
14.984000000000000, 3.591821193695068, 0.290937513113022, 18.000627863999998, 1, , , , , 18.001986832000000, 1
